Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
BMW,Serie 5,2022,Cinza,Itália,45908,Novo
Mercedes,Classe A,2020,Cinza,Espanha,38099,Novo
Volkswagen,Polo,2020,Verde,Alemanha,43726,Novo
Volkswagen,Golf,2020,Prata,França,36782,Novo
Ford,Fiesta,2019,Preto,França,35986,Novo
Mercedes,GLA,2018,Prata,Reino Unido,58814,Novo
Ford,Fiesta,2019,Vermelho,Reino Unido,20530,Novo
Renault,Megane,2019,Branco,Espanha,23969,Novo
Audi,Q3,2020,Preto,Reino Unido,33995,Novo
Peugeot,208,2021,Vermelho,Países Baixos,33271,Novo
BMW,X3,2020,Preto,Itália,72271,Novo
BMW,X1,2020,Azul,Itália,52701,Novo
Audi,A3,2018,Vermelho,Países Baixos,48094,Novo
Audi,Q3,2022,Vermelho,Espanha,54320,Novo
BMW,Serie 3,2022,Preto,Reino Unido,52865,Novo
Fiat,Punto,2021,Cinza,Alemanha,20465,Novo
Volkswagen,Passat,2022,Branco,Portugal,39454,Novo
Ford,Mondeo,2019,Vermelho,Países Baixos,21473,Novo
Mercedes,Classe C,2021,Azul,Países Baixos,55871,Novo
Volkswagen,Tiguan,2020,Vermelho,Alemanha,37881,Novo
Peugeot,208,2018,Branco,França,31775,Novo
Audi,Q3,2022,Cinza,Espanha,73405,Novo
Fiat,Punto,2021,Azul,Polônia,23663,Novo
Mercedes,GLC,2019,Branco,Itália,33969,Novo
Renault,Talisman,2021,Vermelho,Espanha,31089,Novo
Renault,Clio,2018,Branco,Países Baixos,32742,Novo
Audi,A4,2022,Preto,França,33875,Novo
Renault,Clio,2020,Preto,Portugal,29344,Novo
Ford,Mondeo,2018,Cinza,Polônia,31939,Novo
Ford,Kuga,2018,Branco,Reino Unido,25454,Novo
Renault,Talisman,2020,Vermelho,Alemanha,20784,Novo
Mercedes,GLA,2019,Branco,Reino Unido,59498,Novo
Fiat,Panda,2020,Cinza,Países Baixos,19746,Novo
Volkswagen,Passat,2018,Branco,Polônia,25965,Novo
Renault,Talisman,2021,Azul,Países Baixos,17825,Novo
Peugeot,208,2021,Azul,Alemanha,39360,Novo
Fiat,Panda,2021,Vermelho,Portugal,21842,Novo
Peugeot,208,2020,Cinza,França,32879,Novo
Fiat,500,2021,Azul,Alemanha,26765,Novo
Renault,Megane,2019,Vermelho,Alemanha,26501,Novo
Ford,Focus,2020,Branco,Portugal,36533,Novo
Peugeot,5008,2019,Preto,Espanha,18241,Novo
BMW,X3,2022,Cinza,Reino Unido,36546,Novo
Audi,A3,2019,Vermelho,Espanha,41625,Novo
Ford,Focus,2021,Preto,Espanha,22755,Novo
Mercedes,GLA,2021,Prata,Países Baixos,40064,Novo
Mercedes,Classe A,2022,Branco,Espanha,89404,Novo
Mercedes,GLC,2018,Vermelho,Espanha,80453,Novo
Mercedes,Classe C,2019,Branco,Espanha,89239,Novo
Renault,Clio,2019,Azul,Espanha,20613,Novo
Renault,Talisman,2019,Vermelho,Itália,17990,Novo
Fiat,500,2022,Branco,Portugal,14102,Novo
Audi,A4,2019,Prata,Itália,71333,Novo
Ford,Focus,2020,Preto,França,26515,Novo
Audi,Q5,2019,Preto,Polônia,49244,Novo
Ford,Kuga,2021,Branco,Polônia,34297,Novo
Ford,Fiesta,2020,Branco,Portugal,20408,Novo
Peugeot,3008,2020,Preto,Reino Unido,36196,Novo
Mercedes,GLA,2020,Preto,Alemanha,40359,Novo
Renault,Clio,2019,Cinza,Itália,22241,Novo
Volkswagen,Passat,2022,Prata,Polônia,30050,Novo
Renault,Talisman,2020,Prata,Polônia,18401,Novo
Mercedes,Classe C,2019,Azul,França,48930,Novo
Peugeot,208,2021,Cinza,Portugal,32997,Novo
BMW,X1,2021,Cinza,Polônia,74445,Novo
Audi,A4,2020,Verde,França,76352,Novo
Volkswagen,Passat,2022,Azul,Portugal,22060,Novo
Fiat,Tipo,2018,Cinza,Reino Unido,20959,Novo
Audi,A4,2020,Vermelho,França,59661,Novo
Audi,A4,2018,Azul,Alemanha,44216,Novo
Ford,Kuga,2018,Branco,Itália,25486,Novo
Volkswagen,Tiguan,2019,Branco,Portugal,27270,Novo
Volkswagen,Passat,2020,Preto,Países Baixos,42571,Novo
Volkswagen,Polo,2021,Cinza,Itália,24997,Novo
BMW,Serie 3,2021,Cinza,Portugal,32541,Novo
Mercedes,GLC,2020,Prata,Alemanha,58497,Novo
Ford,Focus,2021,Preto,Países Baixos,34486,Novo
BMW,X1,2018,Preto,Reino Unido,73341,Novo
Audi,Q5,2020,Branco,Itália,72697,Novo
Mercedes,GLA,2019,Branco,França,75181,Novo
Volkswagen,Polo,2020,Preto,Reino Unido,44290,Novo
Audi,A4,2019,Preto,Itália,64346,Novo
Mercedes,Classe A,2018,Azul,Itália,79167,Novo
Peugeot,208,2018,Preto,França,30381,Novo
Fiat,500,2019,Preto,Polônia,13662,Novo
Peugeot,208,2018,Preto,Reino Unido,38296,Novo
Peugeot,308,2018,Azul,Espanha,24546,Novo
Mercedes,GLA,2018,Preto,Portugal,47229,Novo
Renault,Megane,2019,Branco,Países Baixos,33179,Novo
Peugeot,3008,2018,Branco,França,17418,Novo
Renault,Clio,2018,Vermelho,Reino Unido,28419,Novo
Ford,Focus,2020,Preto,Portugal,23249,Novo
Fiat,Tipo,2018,Branco,Países Baixos,16300,Novo
Audi,Q5,2020,Prata,Itália,44648,Novo
Audi,Q3,2019,Cinza,Países Baixos,68634,Novo
Audi,Q5,2019,Branco,Portugal,73050,Novo
Ford,Focus,2021,Preto,Itália,29646,Novo
BMW,Serie 5,2019,Preto,França,59300,Novo
Volkswagen,Polo,2020,Cinza,Reino Unido,41934,Novo
Audi,Q5,2018,Prata,Polônia,48683,Novo
Ford,Fiesta,2019,Prata,França,27276,Novo
Volkswagen,Passat,2022,Branco,Portugal,19555,Novo
Mercedes,Classe A,2020,Cinza,Reino Unido,47106,Novo
Peugeot,5008,2020,Branco,Países Baixos,23455,Novo
Audi,Q3,2021,Vermelho,Reino Unido,38348,Novo
Volkswagen,Golf,2022,Preto,Polônia,39188,Novo
Renault,Megane,2020,Preto,Itália,17942,Novo
Ford,Focus,2021,Vermelho,Países Baixos,27635,Novo
Mercedes,GLC,2019,Branco,Reino Unido,59390,Novo
Renault,Talisman,2018,Azul,Reino Unido,30982,Novo
Fiat,Tipo,2022,Azul,França,13418,Novo
BMW,Serie 1,2022,Cinza,Países Baixos,43964,Novo
Ford,Kuga,2019,Branco,Reino Unido,27783,Novo
Renault,Talisman,2022,Branco,Alemanha,32925,Novo
Mercedes,GLC,2019,Cinza,Reino Unido,87674,Novo
Volkswagen,Golf,2020,Branco,Alemanha,29729,Novo
Audi,A4,2019,Preto,Portugal,62260,Novo
BMW,X3,2022,Branco,Reino Unido,38976,Novo
Ford,Focus,2022,Cinza,Alemanha,34956,Novo
Renault,Captur,2022,Cinza,Países Baixos,21082,Novo
Mercedes,GLA,2018,Azul,Alemanha,49442,Novo
Peugeot,5008,2019,Branco,Polônia,34534,Novo
BMW,Serie 1,2020,Preto,Polônia,51465,Novo
Mercedes,Classe A,2019,Cinza,Países Baixos,31630,Novo
Renault,Clio,2021,Verde,Países Baixos,16329,Novo
Audi,A3,2020,Cinza,Alemanha,49163,Novo
Audi,A4,2019,Vermelho,Espanha,50443,Novo
Peugeot,208,2019,Vermelho,Espanha,27072,Novo
Renault,Megane,2022,Azul,Alemanha,32301,Novo
Ford,Focus,2022,Cinza,Reino Unido,21421,Novo
Renault,Captur,2018,Preto,Polônia,22686,Novo
Renault,Megane,2020,Cinza,Alemanha,34243,Novo
Peugeot,308,2021,Prata,Itália,34118,Novo
Peugeot,308,2019,Preto,Reino Unido,20751,Novo
Mercedes,Classe A,2022,Azul,Polônia,34529,Novo
Volkswagen,Golf,2019,Branco,Alemanha,26832,Novo
Mercedes,GLA,2019,Cinza,Espanha,39832,Novo
Peugeot,208,2018,Azul,Países Baixos,21674,Novo
Renault,Captur,2021,Branco,Itália,33931,Novo
Volkswagen,Tiguan,2019,Prata,Itália,44715,Novo
Fiat,Punto,2022,Azul,França,27617,Novo
Audi,Q3,2021,Azul,Espanha,70351,Novo
BMW,Serie 5,2019,Preto,Países Baixos,69020,Novo
Renault,Megane,2018,Cinza,França,29221,Novo
Fiat,500,2020,Branco,Países Baixos,13175,Novo
Volkswagen,Passat,2018,Branco,Alemanha,39287,Novo
Volkswagen,Golf,2019,Preto,Portugal,29892,Novo
Fiat,Tipo,2018,Cinza,França,20680,Novo
Ford,Mondeo,2021,Branco,Alemanha,27172,Novo
Audi,Q3,2020,Vermelho,França,82898,Novo
Renault,Talisman,2021,Cinza,Reino Unido,26632,Novo
BMW,X3,2021,Preto,Reino Unido,60571,Novo
Audi,A3,2018,Cinza,Países Baixos,82619,Novo
Peugeot,5008,2018,Cinza,Alemanha,38593,Novo
Ford,Fiesta,2018,Preto,Itália,29874,Novo
Fiat,Punto,2021,Preto,Portugal,26538,Novo
Ford,Fiesta,2018,Cinza,Polônia,30420,Novo
Ford,Focus,2018,Verde,Alemanha,21455,Novo
Audi,A3,2022,Vermelho,Polônia,73708,Novo
Renault,Talisman,2019,Verde,Países Baixos,17792,Novo
Audi,Q3,2021,Preto,Espanha,76553,Novo
Audi,A3,2018,Prata,Alemanha,73682,Novo
Renault,Talisman,2021,Cinza,Espanha,29416,Novo
Mercedes,Classe C,2021,Cinza,Países Baixos,51900,Novo
Ford,Focus,2019,Cinza,Reino Unido,22587,Novo
Fiat,Punto,2021,Branco,Polônia,25816,Novo
BMW,X1,2019,Cinza,Países Baixos,45053,Novo
Ford,Mondeo,2019,Verde,Alemanha,35836,Novo
Renault,Megane,2021,Prata,Alemanha,17972,Novo
Renault,Clio,2018,Azul,Itália,26472,Novo
BMW,Serie 5,2020,Branco,Portugal,39043,Novo
BMW,Serie 3,2018,Branco,Espanha,47569,Novo
Volkswagen,Polo,2019,Preto,Países Baixos,42410,Novo
Audi,A3,2021,Vermelho,Países Baixos,66003,Novo
BMW,Serie 3,2020,Preto,Portugal,58606,Novo
Mercedes,GLA,2021,Branco,França,84956,Novo
Mercedes,GLC,2022,Preto,Itália,34988,Novo
Audi,Q5,2019,Azul,Polônia,58355,Novo
Fiat,500,2018,Branco,Espanha,25542,Novo
Volkswagen,Golf,2022,Preto,Polônia,33680,Novo
Fiat,500,2021,Preto,Espanha,16056,Novo
Mercedes,Classe A,2019,Preto,Espanha,70007,Novo
Volkswagen,Passat,2020,Cinza,Polônia,41409,Novo
Audi,Q5,2021,Vermelho,Espanha,73355,Novo
Ford,Fiesta,2021,Preto,França,29516,Novo
Renault,Captur,2019,Branco,Espanha,30901,Novo
BMW,Serie 3,2022,Vermelho,Itália,60836,Novo
Fiat,Tipo,2018,Branco,Países Baixos,16557,Novo
Peugeot,308,2020,Preto,Países Baixos,22621,Novo
Mercedes,GLA,2018,Azul,França,66710,Novo
BMW,Serie 5,2018,Vermelho,Países Baixos,45974,Novo
Volkswagen,Golf,2021,Branco,França,27917,Novo
Mercedes,Classe A,2021,Branco,Reino Unido,36677,Novo
Volkswagen,Tiguan,2020,Prata,Países Baixos,35692,Novo
Renault,Talisman,2020,Preto,Países Baixos,34811,Novo
Ford,Kuga,2018,Branco,Espanha,35802,Novo
Mercedes,Classe C,2018,Preto,Reino Unido,66609,Novo
Mercedes,Classe C,2018,Cinza,Portugal,43779,Novo
BMW,X1,2018,Cinza,Reino Unido,68834,Novo
Volkswagen,Passat,2019,Prata,Países Baixos,32737,Novo
Renault,Megane,2020,Azul,Polônia,25339,Novo
Ford,Fiesta,2022,Preto,Espanha,38373,Novo
Ford,Focus,2019,Azul,França,27272,Novo
Audi,A3,2019,Vermelho,Portugal,51559,Novo
Mercedes,GLA,2018,Branco,Polônia,44306,Novo
Mercedes,Classe A,2018,Branco,Alemanha,85526,Novo
Mercedes,Classe C,2021,Vermelho,Alemanha,52039,Novo
BMW,Serie 3,2022,Preto,Polônia,56806,Novo
Audi,Q3,2020,Branco,Polônia,44779,Novo
Peugeot,5008,2022,Preto,França,34564,Novo
BMW,Serie 3,2018,Prata,Portugal,63451,Novo
Audi,Q5,2020,Cinza,Alemanha,75652,Novo
Ford,Focus,2022,Azul,Países Baixos,32708,Novo
Fiat,Panda,2018,Prata,Itália,12955,Novo
Volkswagen,Golf,2021,Vermelho,Países Baixos,22966,Novo
Audi,A3,2020,Preto,Alemanha,54221,Novo
Mercedes,GLA,2020,Branco,Países Baixos,81095,Novo
Audi,A3,2021,Preto,Polônia,31795,Novo
Audi,Q5,2022,Azul,Reino Unido,75531,Novo
Audi,Q3,2022,Branco,Espanha,80161,Novo
Volkswagen,Polo,2022,Preto,Portugal,31995,Novo
Mercedes,GLA,2020,Azul,Polônia,63455,Novo
Fiat,Tipo,2022,Azul,Itália,19073,Novo
Renault,Captur,2019,Cinza,Polônia,21120,Novo
BMW,X1,2018,Cinza,Polônia,47528,Novo
Volkswagen,Polo,2022,Prata,Portugal,32908,Novo
Volkswagen,Polo,2020,Vermelho,Portugal,22861,Novo
Peugeot,3008,2018,Branco,Portugal,27390,Novo
Audi,A3,2018,Vermelho,Espanha,64427,Novo
Audi,A3,2021,Prata,Polônia,54657,Novo
Mercedes,GLA,2019,Cinza,Itália,83270,Novo
Mercedes,Classe A,2022,Vermelho,Países Baixos,47024,Novo
Mercedes,GLA,2018,Branco,Alemanha,45494,Novo
Volkswagen,Tiguan,2022,Vermelho,França,18842,Novo
Fiat,Punto,2020,Vermelho,Reino Unido,25551,Novo
Volkswagen,Polo,2019,Cinza,Reino Unido,31556,Novo
Ford,Kuga,2018,Cinza,Espanha,23814,Novo
Mercedes,GLA,2019,Cinza,Portugal,67961,Novo
BMW,X3,2022,Cinza,Reino Unido,70458,Novo
Peugeot,308,2019,Branco,Países Baixos,32009,Novo
Ford,Mondeo,2019,Branco,Espanha,35747,Novo
Volkswagen,Polo,2019,Cinza,França,30570,Novo
BMW,X1,2018,Branco,França,61167,Novo
Peugeot,308,2021,Cinza,Países Baixos,20737,Novo
Ford,Kuga,2021,Cinza,Portugal,27148,Novo
Renault,Talisman,2018,Preto,Polônia,22406,Novo
Ford,Mondeo,2022,Vermelho,França,22100,Novo
BMW,Serie 1,2020,Prata,Polônia,76569,Novo
Volkswagen,Polo,2020,Branco,Itália,29549,Novo
Renault,Megane,2018,Azul,Portugal,28113,Novo
Mercedes,Classe C,2019,Cinza,Espanha,53398,Novo
Mercedes,Classe A,2018,Branco,Portugal,43486,Novo
Volkswagen,Golf,2022,Preto,Itália,35123,Novo
BMW,X1,2018,Preto,Polônia,35267,Novo
Mercedes,GLC,2019,Verde,França,55347,Novo
BMW,Serie 1,2022,Preto,Polônia,63447,Novo
Renault,Clio,2020,Verde,Espanha,20253,Novo
Volkswagen,Passat,2019,Verde,Alemanha,29843,Novo
Mercedes,Classe C,2022,Preto,Portugal,41879,Novo
Ford,Mondeo,2021,Branco,Polônia,33831,Novo
Ford,Kuga,2020,Azul,França,36553,Novo
Renault,Captur,2020,Preto,Países Baixos,15568,Novo
Volkswagen,Polo,2018,Cinza,Polônia,25737,Novo
Renault,Captur,2020,Cinza,Países Baixos,23040,Novo
Fiat,Panda,2019,Vermelho,Alemanha,22506,Novo
Peugeot,308,2020,Branco,Itália,19927,Novo
Ford,Fiesta,2022,Prata,Itália,22385,Novo
BMW,Serie 3,2019,Branco,Itália,73665,Novo
Peugeot,3008,2022,Branco,Polônia,28364,Novo
Peugeot,308,2021,Cinza,Portugal,18537,Novo
Ford,Kuga,2022,Preto,Alemanha,25452,Novo
Peugeot,3008,2020,Branco,Portugal,36749,Novo
Peugeot,208,2019,Cinza,Itália,16904,Novo
Renault,Talisman,2018,Azul,Alemanha,25318,Novo
Volkswagen,Polo,2022,Vermelho,Portugal,32844,Novo
Fiat,Panda,2020,Prata,Polônia,15077,Novo
Ford,Kuga,2019,Prata,França,20256,Novo
Mercedes,Classe A,2022,Branco,Portugal,62659,Novo
Renault,Talisman,2022,Cinza,Espanha,30516,Novo
Renault,Megane,2020,Preto,Países Baixos,30404,Novo
Ford,Fiesta,2022,Branco,Espanha,34597,Novo
Renault,Megane,2021,Vermelho,Itália,25740,Novo
Audi,A4,2020,Vermelho,Países Baixos,53370,Novo
Ford,Focus,2022,Branco,França,30272,Novo
BMW,Serie 5,2021,Verde,Polônia,45668,Novo
Ford,Focus,2019,Preto,Países Baixos,34816,Novo
Audi,A4,2019,Preto,Portugal,70250,Novo
Ford,Fiesta,2022,Preto,Alemanha,34293,Novo
Renault,Clio,2018,Cinza,França,28137,Novo
Audi,A4,2019,Cinza,Alemanha,53480,Novo
BMW,Serie 1,2021,Azul,França,38400,Novo
Audi,A3,2018,Cinza,Países Baixos,30043,Novo
Mercedes,Classe C,2020,Prata,Países Baixos,37877,Novo
Volkswagen,Polo,2019,Vermelho,Portugal,35283,Novo
Mercedes,GLC,2022,Preto,Alemanha,51177,Novo
Volkswagen,Passat,2019,Cinza,França,39190,Novo
Volkswagen,Golf,2018,Preto,Alemanha,34034,Novo
Fiat,Punto,2018,Azul,Portugal,17157,Novo
Audi,A4,2018,Branco,Países Baixos,36645,Novo
Fiat,Punto,2019,Prata,França,27381,Novo
Renault,Clio,2019,Azul,Países Baixos,20841,Novo
Fiat,500,2021,Prata,Portugal,12941,Novo
Peugeot,308,2018,Cinza,Alemanha,21030,Novo
Volkswagen,Passat,2022,Preto,Países Baixos,29700,Novo
Volkswagen,Polo,2020,Cinza,Espanha,34041,Novo
Mercedes,Classe C,2019,Azul,Reino Unido,42043,Novo
Renault,Captur,2019,Cinza,França,19832,Novo
BMW,Serie 1,2018,Azul,Países Baixos,64366,Novo
Fiat,Tipo,2020,Verde,Portugal,27582,Novo
Fiat,Tipo,2020,Azul,Portugal,24685,Novo
Audi,Q5,2018,Branco,Polônia,69617,Novo
Audi,Q3,2022,Branco,Espanha,62261,Novo
Audi,A4,2022,Preto,Reino Unido,41887,Novo
Volkswagen,Polo,2022,Cinza,Itália,24026,Novo
Audi,Q5,2021,Prata,Portugal,40552,Novo
Renault,Captur,2019,Cinza,Portugal,18568,Novo
Volkswagen,Polo,2022,Branco,Reino Unido,22348,Novo
Volkswagen,Polo,2019,Cinza,Alemanha,39102,Novo
BMW,X3,2019,Preto,Espanha,47550,Novo
Audi,Q5,2018,Azul,Espanha,44393,Novo
Renault,Talisman,2022,Prata,Itália,19482,Novo
Audi,Q3,2020,Azul,Alemanha,55112,Novo
Peugeot,208,2019,Branco,Países Baixos,21722,Novo
Fiat,Tipo,2019,Branco,Espanha,17240,Novo
Audi,A4,2018,Preto,Reino Unido,35806,Novo
Mercedes,Classe C,2022,Azul,Espanha,48655,Novo
Ford,Mondeo,2022,Branco,Portugal,18184,Novo
Renault,Talisman,2021,Cinza,França,15802,Novo
Ford,Mondeo,2019,Prata,Países Baixos,31929,Novo
Audi,A3,2018,Cinza,França,41703,Novo
Fiat,500,2020,Preto,Portugal,26424,Novo
BMW,Serie 3,2021,Cinza,França,43342,Novo
Ford,Mondeo,2020,Cinza,França,27197,Novo
Mercedes,GLC,2020,Verde,Reino Unido,64510,Novo
Ford,Focus,2018,Branco,Itália,27928,Novo
Fiat,500,2022,Vermelho,Itália,21335,Novo
Renault,Talisman,2019,Prata,Alemanha,31985,Novo
Volkswagen,Passat,2018,Cinza,Portugal,42092,Novo
Fiat,500,2019,Vermelho,Alemanha,21836,Novo
Renault,Captur,2021,Branco,Alemanha,25407,Novo
BMW,Serie 5,2022,Branco,Polônia,77206,Novo
Audi,Q3,2021,Cinza,Reino Unido,76020,Novo
Volkswagen,Passat,2021,Azul,Espanha,28217,Novo
Ford,Focus,2020,Prata,Reino Unido,39204,Novo
Audi,Q5,2020,Prata,Portugal,32164,Novo
Ford,Focus,2018,Azul,Países Baixos,29859,Novo
Peugeot,208,2019,Preto,Itália,27087,Novo
Peugeot,5008,2018,Cinza,Países Baixos,20669,Novo
Fiat,Panda,2018,Branco,França,13522,Novo
Fiat,Punto,2018,Vermelho,Reino Unido,14891,Novo
Audi,A3,2019,Verde,Reino Unido,65513,Novo
Audi,Q5,2018,Verde,Países Baixos,84743,Novo
Renault,Clio,2020,Azul,Espanha,15211,Novo
Ford,Mondeo,2022,Verde,Polônia,24613,Novo
Mercedes,GLA,2019,Prata,Alemanha,61411,Novo
Peugeot,208,2022,Prata,Espanha,29580,Novo
Renault,Talisman,2022,Vermelho,Itália,32933,Novo
Volkswagen,Passat,2018,Preto,Alemanha,28410,Novo
Fiat,500,2021,Preto,Itália,13098,Novo
BMW,Serie 1,2018,Preto,Países Baixos,43372,Novo
BMW,X1,2018,Prata,Espanha,56640,Novo
Mercedes,GLA,2019,Branco,Países Baixos,74281,Novo
Mercedes,Classe C,2019,Branco,Alemanha,55569,Novo
Fiat,Punto,2021,Azul,Portugal,13690,Novo
Renault,Clio,2018,Azul,Países Baixos,34695,Novo
Renault,Clio,2020,Preto,Reino Unido,30474,Novo
Peugeot,208,2020,Azul,Espanha,24250,Novo
Renault,Talisman,2021,Preto,Reino Unido,17212,Novo
Audi,Q5,2022,Preto,Reino Unido,71592,Novo
Mercedes,GLA,2020,Prata,França,30030,Novo
Fiat,Punto,2018,Preto,Espanha,16062,Novo
Fiat,500,2018,Branco,Espanha,22786,Novo
Renault,Talisman,2021,Cinza,Alemanha,21596,Novo
Peugeot,3008,2021,Preto,Itália,27109,Novo
Audi,A4,2018,Branco,França,40610,Novo
Fiat,500,2018,Prata,Alemanha,20487,Novo
Audi,A4,2022,Preto,Alemanha,68670,Novo
Fiat,500,2021,Preto,Alemanha,15170,Novo
Volkswagen,Polo,2022,Vermelho,Polônia,39073,Novo
Renault,Talisman,2021,Azul,Alemanha,29569,Novo
Mercedes,GLC,2019,Cinza,Itália,77631,Novo
Peugeot,3008,2022,Preto,Alemanha,19718,Novo
Volkswagen,Golf,2020,Preto,Alemanha,36216,Novo
Fiat,Panda,2018,Cinza,Alemanha,21589,Novo
Mercedes,GLA,2022,Cinza,Países Baixos,40170,Novo
BMW,Serie 3,2018,Branco,Itália,46456,Novo
Volkswagen,Golf,2018,Vermelho,Reino Unido,34457,Novo
BMW,Serie 5,2021,Branco,Espanha,32329,Novo
Peugeot,308,2020,Preto,Itália,32061,Novo
Peugeot,5008,2018,Vermelho,Reino Unido,39038,Novo
BMW,Serie 3,2019,Branco,Espanha,54414,Novo
Renault,Talisman,2022,Branco,Espanha,21519,Novo
Ford,Mondeo,2022,Preto,Reino Unido,27453,Novo
Mercedes,GLA,2020,Branco,Espanha,56414,Novo
Fiat,500,2020,Preto,França,20612,Novo
Ford,Mondeo,2020,Branco,Portugal,22511,Novo
Ford,Kuga,2021,Verde,Alemanha,34096,Novo
Renault,Megane,2018,Prata,Alemanha,31785,Novo
Volkswagen,Passat,2018,Branco,França,31141,Novo
Renault,Talisman,2021,Azul,Portugal,31658,Novo
Renault,Captur,2020,Preto,Portugal,25485,Novo
Audi,A4,2021,Preto,Países Baixos,43902,Novo
Audi,A3,2019,Branco,Alemanha,42682,Novo
Fiat,Punto,2019,Cinza,Reino Unido,23618,Novo
Volkswagen,Passat,2021,Prata,Países Baixos,36818,Novo
Ford,Focus,2021,Verde,Reino Unido,27951,Novo
BMW,X3,2018,Branco,França,44661,Novo
Audi,Q5,2022,Vermelho,Países Baixos,48874,Novo
Renault,Talisman,2018,Preto,Itália,17472,Novo
Peugeot,308,2019,Cinza,Portugal,18923,Novo
Fiat,Tipo,2018,Cinza,Itália,23509,Novo
Ford,Mondeo,2022,Azul,Reino Unido,28157,Novo
Ford,Fiesta,2019,Preto,Portugal,39379,Novo
Fiat,Tipo,2019,Preto,Portugal,22664,Novo
Renault,Talisman,2018,Azul,Reino Unido,19294,Novo
Audi,Q3,2018,Preto,Países Baixos,74764,Novo
Ford,Mondeo,2018,Cinza,Reino Unido,36639,Novo
Renault,Clio,2021,Vermelho,Países Baixos,23229,Novo
Volkswagen,Tiguan,2021,Vermelho,Itália,33692,Novo
Volkswagen,Tiguan,2019,Cinza,Polônia,18124,Novo
Fiat,500,2020,Prata,Itália,23875,Novo
BMW,Serie 1,2022,Branco,Itália,48231,Novo
Audi,A4,2021,Prata,França,75601,Novo
Ford,Fiesta,2022,Verde,Itália,21243,Novo
Renault,Clio,2021,Branco,Portugal,24317,Novo
Fiat,500,2020,Verde,Portugal,27743,Novo
Renault,Talisman,2018,Preto,Alemanha,20997,Novo
Audi,A4,2020,Verde,França,76074,Novo
Mercedes,GLA,2020,Cinza,Polônia,51693,Novo
Ford,Mondeo,2019,Cinza,Reino Unido,19128,Novo
Fiat,Tipo,2021,Branco,Itália,14325,Novo
Ford,Focus,2019,Azul,Países Baixos,32330,Novo
Renault,Talisman,2022,Cinza,Alemanha,30407,Novo
Ford,Focus,2020,Verde,Reino Unido,39663,Novo
Fiat,Punto,2019,Branco,Países Baixos,13932,Novo
BMW,X3,2021,Branco,Reino Unido,42261,Novo
Peugeot,308,2019,Cinza,Polônia,22065,Novo
Fiat,Tipo,2020,Branco,Espanha,19219,Novo
Ford,Fiesta,2018,Branco,Alemanha,19460,Novo
Ford,Kuga,2022,Branco,Alemanha,19006,Novo
BMW,X3,2022,Cinza,Portugal,58633,Novo
Renault,Megane,2018,Cinza,Itália,17840,Novo
Volkswagen,Tiguan,2018,Azul,Espanha,20778,Novo
Audi,Q5,2020,Cinza,França,67537,Novo
BMW,X3,2022,Cinza,Itália,33485,Novo
BMW,Serie 5,2022,Branco,França,45355,Novo
Audi,A4,2019,Vermelho,Espanha,49946,Novo
BMW,Serie 1,2018,Branco,Países Baixos,63564,Novo
Audi,A3,2020,Branco,Alemanha,56848,Novo
BMW,Serie 1,2019,Branco,Alemanha,48393,Novo
Ford,Mondeo,2020,Preto,Reino Unido,27369,Novo
Volkswagen,Polo,2018,Azul,Espanha,41695,Novo
Peugeot,5008,2021,Preto,Portugal,30316,Novo
Volkswagen,Golf,2018,Vermelho,Itália,19774,Novo
Peugeot,308,2019,Cinza,Portugal,29475,Novo
BMW,Serie 3,2020,Azul,Polônia,40876,Novo
Mercedes,GLA,2018,Prata,França,34210,Novo
Peugeot,5008,2021,Verde,Alemanha,17232,Novo
Fiat,Panda,2020,Prata,Países Baixos,27726,Novo
Audi,A4,2022,Preto,Países Baixos,49306,Novo
BMW,X3,2019,Vermelho,Alemanha,47915,Novo
Ford,Kuga,2021,Branco,Polônia,27954,Novo
Fiat,Panda,2021,Preto,Reino Unido,21613,Novo
Audi,Q3,2019,Vermelho,Itália,74967,Novo
Volkswagen,Golf,2018,Preto,Itália,32286,Novo
Mercedes,Classe C,2021,Preto,França,59539,Novo
Volkswagen,Polo,2022,Cinza,Espanha,21407,Novo
Audi,Q3,2019,Preto,Itália,57065,Novo
Ford,Kuga,2022,Preto,Portugal,36669,Novo
Renault,Talisman,2020,Branco,Polônia,21419,Novo
Fiat,Tipo,2018,Branco,Espanha,24663,Novo
Peugeot,308,2018,Azul,Alemanha,33258,Novo
Peugeot,308,2022,Preto,Portugal,34334,Novo
Mercedes,GLA,2018,Preto,Itália,44304,Novo
Renault,Megane,2018,Branco,Reino Unido,32259,Novo
Fiat,Tipo,2018,Cinza,Países Baixos,16286,Novo
Fiat,Panda,2018,Cinza,Países Baixos,19946,Novo
Renault,Clio,2018,Preto,Países Baixos,23295,Novo
Peugeot,308,2019,Branco,Países Baixos,24392,Novo
Fiat,500,2020,Branco,Reino Unido,14656,Novo
Audi,Q5,2022,Azul,Alemanha,59283,Novo
BMW,Serie 5,2018,Preto,Espanha,58768,Novo
Volkswagen,Polo,2021,Azul,França,21955,Novo
Fiat,Punto,2019,Branco,Reino Unido,14307,Novo
Renault,Clio,2018,Branco,Polônia,15247,Novo
BMW,Serie 5,2018,Prata,Polônia,62221,Novo
