Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Fiat,Punto,2020,Azul,Reino Unido,13030,78,Novo
Fiat,Panda,2019,Verde,França,21049,80,Novo
BMW,X1,2018,Preto,Itália,53406,39,Novo
Renault,Megane,2018,Preto,Espanha,32234,67,Novo
Ford,Kuga,2018,Branco,Portugal,20693,26,Novo
Mercedes,GLA,2021,Cinza,Países Baixos,75352,18,Novo
Mercedes,Classe C,2022,Preto,Itália,53789,29,Novo
Volkswagen,Tiguan,2020,Verde,Reino Unido,29253,61,Novo
Volkswagen,Golf,2021,Branco,Alemanha,39857,41,Novo
Audi,A4,2020,Azul,Polônia,58983,91,Novo
Audi,Q3,2020,Branco,Portugal,52066,54,Novo
Volkswagen,Tiguan,2018,Branco,Itália,27658,11,Novo
Audi,Q5,2020,Preto,França,35805,14,Novo
Audi,Q5,2018,Branco,Espanha,62635,97,Novo
Volkswagen,Polo,2018,Preto,Itália,22966,136,Novo
Peugeot,5008,2022,Preto,Polônia,31390,2,Novo
Ford,Fiesta,2020,Vermelho,Países Baixos,23286,131,Novo
Renault,Megane,2018,Branco,Itália,33046,80,Novo
BMW,X3,2020,Cinza,Países Baixos,50546,109,Novo
Mercedes,GLC,2021,Cinza,Portugal,85419,1,Novo
Fiat,Panda,2019,Branco,Espanha,23439,143,Novo
Fiat,500,2022,Azul,Espanha,18491,84,Novo
Audi,Q5,2019,Vermelho,Polônia,41023,92,Novo
Ford,Focus,2018,Verde,Polônia,26447,75,Novo
Renault,Captur,2022,Vermelho,Espanha,15064,29,Novo
Volkswagen,Tiguan,2022,Cinza,Espanha,39034,66,Novo
Peugeot,208,2018,Cinza,Países Baixos,29666,145,Novo
Volkswagen,Tiguan,2020,Branco,Espanha,20175,61,Novo
Ford,Kuga,2018,Cinza,Itália,18914,23,Novo
Peugeot,208,2021,Preto,França,38797,38,Novo
Volkswagen,Golf,2018,Azul,Países Baixos,32930,28,Novo
Mercedes,GLC,2018,Preto,Polônia,55563,74,Novo
BMW,Serie 3,2022,Vermelho,Alemanha,63476,132,Novo
Audi,A4,2022,Preto,Reino Unido,83076,106,Novo
Mercedes,Classe A,2021,Preto,Itália,67592,101,Novo
Audi,Q3,2021,Verde,Alemanha,52205,91,Novo
Peugeot,3008,2019,Branco,Portugal,28228,75,Novo
BMW,Serie 1,2019,Branco,Reino Unido,55081,9,Novo
Fiat,Punto,2022,Cinza,Itália,25815,148,Novo
Volkswagen,Tiguan,2020,Prata,Reino Unido,22731,125,Novo
BMW,X1,2018,Azul,Polônia,52203,86,Novo
Audi,A4,2022,Cinza,Países Baixos,31561,53,Novo
Peugeot,3008,2021,Branco,Espanha,29118,43,Novo
Peugeot,308,2022,Cinza,Espanha,32026,73,Novo
Audi,A4,2018,Verde,Alemanha,37149,24,Novo
Ford,Focus,2021,Branco,Reino Unido,18013,111,Novo
BMW,Serie 5,2022,Branco,Alemanha,54429,135,Novo
Audi,Q3,2020,Azul,Portugal,40982,129,Novo
Peugeot,5008,2018,Preto,Reino Unido,18495,30,Novo
Audi,Q3,2021,Branco,Polônia,42135,34,Novo
Renault,Talisman,2019,Prata,Portugal,25715,58,Novo
Peugeot,208,2022,Cinza,Polônia,35569,106,Novo
Ford,Mondeo,2019,Preto,Alemanha,29138,61,Novo
Renault,Talisman,2021,Verde,França,28025,4,Novo
Audi,A4,2018,Verde,Portugal,45638,68,Novo
BMW,X1,2020,Prata,Espanha,34951,72,Novo
Peugeot,3008,2020,Preto,Reino Unido,27307,35,Novo
Peugeot,3008,2021,Vermelho,Reino Unido,24736,112,Novo
Renault,Clio,2021,Preto,Portugal,24545,36,Novo
BMW,Serie 3,2018,Cinza,Polônia,56372,93,Novo
Ford,Kuga,2019,Branco,Espanha,25521,21,Novo
Renault,Clio,2022,Prata,França,22501,65,Novo
Audi,Q5,2022,Preto,Países Baixos,38091,130,Novo
Mercedes,GLC,2018,Branco,França,47364,20,Novo
Audi,A3,2019,Cinza,Alemanha,79551,105,Novo
Ford,Fiesta,2019,Verde,Países Baixos,29084,130,Novo
Volkswagen,Tiguan,2021,Cinza,Reino Unido,23705,8,Novo
Ford,Fiesta,2019,Vermelho,Alemanha,25108,26,Novo
Volkswagen,Tiguan,2021,Branco,Reino Unido,41916,133,Novo
Peugeot,5008,2020,Cinza,Países Baixos,18457,135,Novo
Mercedes,Classe A,2020,Branco,Portugal,33384,68,Novo
BMW,X1,2020,Vermelho,Polônia,51643,141,Novo
Volkswagen,Tiguan,2022,Verde,Portugal,18870,143,Novo
Audi,Q3,2019,Branco,Espanha,83572,24,Novo
Peugeot,308,2021,Preto,Alemanha,30983,56,Novo
Ford,Mondeo,2020,Cinza,Reino Unido,38911,20,Novo
Renault,Captur,2019,Prata,Polônia,30554,10,Novo
Mercedes,GLC,2020,Preto,Alemanha,83610,108,Novo
Volkswagen,Golf,2021,Cinza,França,23655,70,Novo
Mercedes,Classe C,2019,Branco,Alemanha,42964,100,Novo
BMW,X3,2021,Branco,Espanha,35942,79,Novo
Ford,Kuga,2020,Cinza,Espanha,17017,14,Novo
BMW,X1,2018,Prata,Alemanha,69755,14,Novo
Ford,Focus,2019,Vermelho,Reino Unido,30347,19,Novo
BMW,Serie 5,2021,Vermelho,Espanha,74289,75,Novo
Mercedes,Classe C,2022,Azul,Polônia,60701,120,Novo
Peugeot,208,2020,Azul,Portugal,25008,85,Novo
Ford,Focus,2022,Branco,Portugal,33296,25,Novo
Peugeot,3008,2018,Cinza,Itália,30252,28,Novo
Fiat,Panda,2021,Prata,Polônia,16198,133,Novo
Peugeot,308,2020,Branco,Portugal,27734,54,Novo
Volkswagen,Golf,2022,Preto,Reino Unido,25923,111,Novo
Ford,Mondeo,2018,Branco,Polônia,32573,39,Novo
Mercedes,GLC,2020,Branco,Reino Unido,30318,5,Novo
Audi,A4,2020,Cinza,Alemanha,51010,56,Novo
Volkswagen,Passat,2018,Branco,Polônia,30844,105,Novo
Volkswagen,Tiguan,2021,Branco,Polônia,24694,90,Novo
Fiat,Panda,2020,Branco,Polônia,13332,119,Novo
Renault,Captur,2022,Vermelho,Países Baixos,24635,5,Novo
Renault,Clio,2021,Preto,Alemanha,26634,21,Novo
Peugeot,308,2021,Branco,Reino Unido,38132,0,Novo
Renault,Clio,2019,Prata,Países Baixos,16989,24,Novo
Audi,A4,2018,Branco,Espanha,67560,120,Novo
Ford,Mondeo,2019,Cinza,Portugal,21527,26,Novo
Audi,A4,2019,Preto,Itália,30670,60,Novo
Ford,Mondeo,2022,Azul,Polônia,23092,53,Novo
BMW,X1,2021,Prata,Reino Unido,79987,48,Novo
Mercedes,Classe C,2020,Branco,Reino Unido,89948,75,Novo
Audi,Q5,2022,Cinza,França,75682,114,Novo
Fiat,Panda,2021,Cinza,França,13341,113,Novo
Fiat,Tipo,2021,Prata,Espanha,27196,60,Novo
BMW,X1,2022,Cinza,Países Baixos,50946,116,Novo
BMW,Serie 5,2020,Prata,Reino Unido,36999,71,Novo
Peugeot,5008,2022,Azul,Alemanha,24409,107,Novo
Mercedes,Classe C,2022,Branco,Alemanha,74515,148,Novo
Mercedes,Classe C,2021,Cinza,Itália,87736,129,Novo
Renault,Captur,2021,Branco,Itália,27663,120,Novo
Fiat,500,2020,Verde,Espanha,15358,84,Novo
Volkswagen,Polo,2022,Prata,Reino Unido,33376,125,Novo
Fiat,Panda,2019,Branco,Polônia,23839,57,Novo
Audi,Q5,2019,Azul,Espanha,57306,1,Novo
Peugeot,208,2019,Cinza,Polônia,17693,45,Novo
Peugeot,5008,2019,Prata,Alemanha,17919,138,Novo
Volkswagen,Passat,2020,Branco,Países Baixos,20033,33,Novo
Ford,Mondeo,2022,Vermelho,Polônia,18856,129,Novo
BMW,Serie 5,2019,Cinza,Portugal,61292,13,Novo
BMW,X1,2019,Azul,Itália,69962,36,Novo
Ford,Mondeo,2021,Branco,Reino Unido,29542,27,Novo
Audi,A4,2021,Branco,França,41314,73,Novo
Renault,Talisman,2022,Prata,Reino Unido,26657,61,Novo
Renault,Megane,2021,Verde,Portugal,30736,32,Novo
Ford,Mondeo,2019,Vermelho,Portugal,26545,112,Novo
Peugeot,3008,2021,Preto,Países Baixos,29843,4,Novo
Peugeot,208,2019,Branco,Espanha,37783,107,Novo
Renault,Clio,2018,Cinza,Itália,25914,7,Novo
Renault,Talisman,2018,Vermelho,Portugal,32240,120,Novo
Audi,A3,2020,Preto,Alemanha,48675,145,Novo
Renault,Talisman,2020,Vermelho,França,32155,1,Novo
Audi,A3,2021,Branco,Alemanha,39587,143,Novo
Volkswagen,Passat,2021,Prata,Reino Unido,28713,61,Novo
Renault,Megane,2020,Preto,Reino Unido,30443,142,Novo
Renault,Talisman,2019,Azul,Reino Unido,28516,29,Novo
Mercedes,GLA,2022,Azul,Portugal,39788,26,Novo
Fiat,Panda,2019,Prata,França,19916,120,Novo
Audi,Q5,2018,Cinza,Polônia,43732,100,Novo
Mercedes,GLC,2020,Branco,Alemanha,48097,23,Novo
Volkswagen,Polo,2020,Vermelho,Polônia,18311,95,Novo
Mercedes,GLC,2021,Preto,França,67083,131,Novo
Volkswagen,Tiguan,2022,Verde,Países Baixos,21814,113,Novo
Audi,Q3,2019,Branco,Portugal,80644,80,Novo
Mercedes,GLA,2018,Prata,Polônia,89346,83,Novo
Audi,A4,2020,Cinza,Países Baixos,68423,109,Novo
Volkswagen,Passat,2019,Azul,Países Baixos,39542,59,Novo
Audi,Q3,2021,Cinza,Polônia,66633,78,Novo
Volkswagen,Polo,2018,Branco,Países Baixos,39285,107,Novo
BMW,Serie 5,2022,Cinza,Espanha,38278,123,Novo
Audi,Q5,2020,Azul,Alemanha,32041,139,Novo
Peugeot,308,2018,Prata,Espanha,17564,97,Novo
Renault,Megane,2021,Prata,França,16178,147,Novo
Mercedes,Classe C,2018,Preto,Espanha,56302,87,Novo
BMW,X1,2018,Prata,Espanha,49957,40,Novo
Renault,Megane,2020,Cinza,Polônia,19174,66,Novo
Mercedes,GLA,2019,Prata,Polônia,86125,124,Novo
Renault,Captur,2018,Preto,Polônia,18071,34,Novo
Volkswagen,Golf,2019,Branco,Alemanha,33982,87,Novo
Mercedes,Classe C,2020,Preto,Polônia,32855,42,Novo
Renault,Megane,2020,Preto,Países Baixos,15727,141,Novo
Peugeot,208,2020,Cinza,Reino Unido,36899,136,Novo
BMW,Serie 5,2019,Azul,Alemanha,63230,126,Novo
Volkswagen,Golf,2022,Branco,Itália,26676,90,Novo
Audi,Q5,2020,Cinza,Países Baixos,67692,25,Novo
Renault,Megane,2019,Azul,Polônia,23829,100,Novo
Audi,Q3,2019,Preto,Espanha,41931,34,Novo
Ford,Mondeo,2019,Branco,Polônia,36188,67,Novo
Peugeot,5008,2021,Vermelho,Portugal,35966,20,Novo
Fiat,Tipo,2018,Prata,Polônia,21982,19,Novo
Audi,A4,2022,Verde,Polônia,31094,56,Novo
Volkswagen,Tiguan,2019,Branco,Polônia,33048,142,Novo
BMW,Serie 3,2019,Cinza,França,62146,147,Novo
Mercedes,GLA,2018,Branco,Polônia,31528,147,Novo
Peugeot,208,2021,Cinza,Alemanha,18824,52,Novo
Renault,Clio,2022,Cinza,França,28918,23,Novo
Volkswagen,Tiguan,2019,Branco,Reino Unido,42372,23,Novo
Mercedes,GLC,2019,Cinza,Portugal,35294,121,Novo
BMW,Serie 1,2022,Cinza,França,71504,6,Novo
Renault,Clio,2018,Cinza,Espanha,28612,35,Novo
Audi,Q5,2022,Branco,Espanha,33694,101,Novo
Peugeot,3008,2019,Vermelho,Alemanha,21148,33,Novo
BMW,X3,2021,Cinza,Reino Unido,39526,15,Novo
BMW,Serie 5,2021,Branco,França,49250,149,Novo
Fiat,Punto,2019,Azul,Polônia,18058,38,Novo
Ford,Kuga,2018,Prata,Alemanha,24791,25,Novo
Ford,Focus,2019,Prata,Portugal,30287,39,Novo
Mercedes,GLC,2020,Branco,Países Baixos,69023,69,Novo
Volkswagen,Polo,2020,Branco,Polônia,21736,127,Novo
BMW,X3,2019,Azul,Espanha,68392,119,Novo
Renault,Megane,2020,Branco,Portugal,17328,30,Novo
BMW,Serie 3,2022,Preto,Polônia,33998,107,Novo
Volkswagen,Passat,2021,Vermelho,Polônia,24521,84,Novo
Volkswagen,Tiguan,2020,Preto,Portugal,27972,73,Novo
Audi,Q3,2022,Cinza,Portugal,65049,72,Novo
Renault,Clio,2019,Cinza,Países Baixos,34692,76,Novo
Ford,Mondeo,2022,Branco,Polônia,25783,1,Novo
Audi,Q3,2022,Branco,Portugal,74746,117,Novo
Peugeot,5008,2018,Branco,França,38742,87,Novo
Mercedes,Classe A,2021,Preto,Portugal,63926,115,Novo
Peugeot,5008,2020,Prata,Alemanha,25106,47,Novo
Renault,Talisman,2021,Branco,Itália,16873,26,Novo
Peugeot,208,2020,Preto,Países Baixos,19419,52,Novo
Audi,A4,2022,Verde,França,32150,70,Novo
Ford,Mondeo,2020,Preto,Reino Unido,24895,16,Novo
Ford,Focus,2018,Cinza,Alemanha,25522,147,Novo
BMW,X1,2018,Branco,Espanha,55164,69,Novo
Peugeot,3008,2022,Azul,Reino Unido,24605,61,Novo
Renault,Megane,2019,Cinza,Itália,32178,2,Novo
Fiat,Punto,2022,Cinza,Portugal,18379,36,Novo
Peugeot,5008,2022,Vermelho,Reino Unido,34872,143,Novo
Ford,Kuga,2018,Vermelho,Países Baixos,18411,31,Novo
Renault,Captur,2018,Azul,Espanha,17579,107,Novo
Audi,Q5,2018,Branco,Portugal,44520,58,Novo
Mercedes,Classe A,2019,Branco,Alemanha,74224,8,Novo
Volkswagen,Passat,2019,Preto,Portugal,27807,142,Novo
Audi,A4,2021,Azul,Itália,34624,23,Novo
Audi,A3,2019,Vermelho,França,62194,47,Novo
Volkswagen,Passat,2019,Vermelho,Portugal,18198,86,Novo
Audi,Q5,2019,Prata,Espanha,50992,118,Novo
Fiat,500,2022,Cinza,Portugal,24307,77,Novo
Fiat,Tipo,2018,Vermelho,França,12768,63,Novo
Volkswagen,Polo,2021,Vermelho,Itália,24820,27,Novo
Audi,Q3,2018,Azul,Portugal,35622,98,Novo
Volkswagen,Polo,2019,Cinza,Países Baixos,36032,94,Novo
Ford,Focus,2021,Prata,Polônia,27806,25,Novo
Audi,A4,2020,Cinza,Reino Unido,33377,57,Novo
Volkswagen,Passat,2018,Branco,França,36781,100,Novo
Ford,Kuga,2019,Preto,Alemanha,24476,89,Novo
BMW,Serie 1,2018,Cinza,Polônia,48895,32,Novo
Mercedes,GLA,2019,Verde,Alemanha,78096,93,Novo
BMW,Serie 5,2019,Cinza,Itália,57785,103,Novo
Fiat,500,2019,Verde,Alemanha,27091,122,Novo
Mercedes,GLA,2020,Cinza,Itália,87989,2,Novo
Volkswagen,Passat,2020,Branco,Reino Unido,39948,140,Novo
Volkswagen,Golf,2019,Prata,Espanha,21422,92,Novo
Renault,Megane,2020,Vermelho,Reino Unido,33457,133,Novo
Fiat,Panda,2021,Azul,Espanha,15963,1,Novo
BMW,X1,2019,Cinza,Portugal,53895,67,Novo
BMW,X3,2020,Cinza,Países Baixos,47622,124,Novo
Audi,A4,2019,Prata,Países Baixos,60495,71,Novo
Volkswagen,Golf,2020,Vermelho,Itália,23303,93,Novo
Fiat,Panda,2020,Prata,França,26449,124,Novo
Ford,Focus,2022,Cinza,França,32436,79,Novo
Peugeot,208,2020,Cinza,Alemanha,28823,74,Novo
Peugeot,308,2018,Branco,Portugal,17991,28,Novo
Renault,Captur,2021,Branco,Portugal,23062,73,Novo
Fiat,Punto,2022,Branco,Reino Unido,21181,99,Novo
Renault,Megane,2020,Cinza,Espanha,21917,33,Novo
Volkswagen,Tiguan,2021,Cinza,Polônia,26173,48,Novo
Audi,Q3,2020,Preto,Reino Unido,74969,50,Novo
Ford,Mondeo,2018,Preto,Itália,17443,65,Novo
Peugeot,208,2019,Preto,França,38156,33,Novo
Ford,Focus,2019,Vermelho,Alemanha,23605,59,Novo
Volkswagen,Tiguan,2022,Vermelho,Polônia,42929,30,Novo
Peugeot,208,2021,Preto,Países Baixos,22384,126,Novo
Peugeot,308,2018,Preto,Espanha,36453,59,Novo
Audi,Q5,2019,Cinza,Itália,80273,107,Novo
Ford,Fiesta,2022,Verde,Espanha,20176,15,Novo
Mercedes,GLA,2020,Vermelho,Polônia,58498,138,Novo
Mercedes,GLC,2019,Vermelho,França,43408,144,Novo
Fiat,Tipo,2019,Prata,Espanha,20095,4,Novo
Audi,Q5,2022,Preto,Itália,66715,64,Novo
Mercedes,GLC,2018,Branco,Alemanha,70206,149,Novo
Mercedes,Classe C,2020,Azul,Países Baixos,89974,127,Novo
Peugeot,3008,2021,Prata,Itália,26738,146,Novo
Audi,Q3,2018,Branco,França,81470,10,Novo
Renault,Clio,2021,Cinza,Reino Unido,27258,62,Novo
Ford,Fiesta,2022,Preto,Reino Unido,37553,57,Novo
Peugeot,3008,2022,Preto,Polônia,39012,72,Novo
Audi,A3,2021,Preto,França,37749,36,Novo
Volkswagen,Polo,2019,Azul,Itália,23714,48,Novo
Audi,Q3,2018,Branco,Reino Unido,33869,3,Novo
Mercedes,Classe A,2020,Branco,Itália,74216,80,Novo
Peugeot,5008,2018,Vermelho,Espanha,36369,16,Novo
Fiat,Punto,2022,Cinza,Portugal,18868,75,Novo
Mercedes,Classe A,2020,Preto,Polônia,42422,26,Novo
Audi,Q3,2018,Branco,França,34561,112,Novo
Audi,Q5,2021,Cinza,Países Baixos,68889,133,Novo
Fiat,500,2020,Cinza,França,17075,23,Novo
Ford,Fiesta,2018,Preto,Portugal,26933,113,Novo
Ford,Focus,2020,Cinza,França,20823,14,Novo
Peugeot,208,2020,Cinza,Itália,33730,10,Novo
Mercedes,Classe C,2020,Preto,Polônia,61417,52,Novo
Mercedes,GLC,2018,Prata,Polônia,83808,114,Novo
Peugeot,3008,2020,Azul,Espanha,35876,100,Novo
Mercedes,GLA,2019,Verde,Itália,85794,5,Novo
Fiat,Punto,2020,Cinza,Itália,23600,73,Novo
Mercedes,GLC,2019,Azul,Reino Unido,33082,17,Novo
Fiat,500,2022,Cinza,França,15992,87,Novo
Mercedes,Classe A,2020,Preto,Itália,41898,98,Novo
Fiat,Punto,2018,Azul,Países Baixos,13045,137,Novo
Mercedes,GLC,2019,Branco,Itália,38724,10,Novo
Ford,Fiesta,2021,Branco,França,30676,49,Novo
Audi,Q3,2020,Preto,França,82522,8,Novo
Volkswagen,Tiguan,2018,Azul,Reino Unido,31613,102,Novo
Mercedes,GLA,2020,Azul,Reino Unido,72241,135,Novo
Fiat,Tipo,2022,Cinza,Portugal,14731,10,Novo
Mercedes,Classe C,2018,Vermelho,Polônia,44228,117,Novo
Volkswagen,Passat,2019,Vermelho,Espanha,41525,32,Novo
Audi,A3,2020,Prata,França,62499,134,Novo
Renault,Clio,2018,Preto,França,18840,113,Novo
BMW,X1,2019,Preto,Itália,40814,119,Novo
BMW,X3,2019,Prata,França,58161,26,Novo
Fiat,Punto,2022,Vermelho,Países Baixos,27628,107,Novo
BMW,X3,2018,Cinza,Espanha,70858,8,Novo
Volkswagen,Tiguan,2018,Prata,França,37563,112,Novo
Ford,Focus,2018,Cinza,Portugal,17614,83,Novo
Peugeot,5008,2018,Preto,Itália,19339,62,Novo
Fiat,500,2021,Vermelho,França,15477,31,Novo
Peugeot,208,2022,Cinza,Itália,33221,72,Novo
Ford,Fiesta,2020,Cinza,Reino Unido,36372,122,Novo
Peugeot,3008,2019,Cinza,Espanha,24656,40,Novo
Ford,Mondeo,2021,Branco,Países Baixos,23415,143,Novo
Fiat,Tipo,2020,Cinza,Alemanha,19327,54,Novo
Fiat,500,2019,Azul,Reino Unido,22725,129,Novo
BMW,Serie 1,2022,Verde,Portugal,63911,124,Novo
Peugeot,208,2018,Cinza,Alemanha,19573,42,Novo
Ford,Focus,2018,Vermelho,Alemanha,19582,2,Novo
Renault,Megane,2018,Vermelho,França,32202,6,Novo
Audi,A3,2021,Azul,Espanha,73300,1,Novo
Audi,Q3,2018,Preto,Alemanha,33287,73,Novo
Mercedes,Classe C,2018,Branco,Itália,57582,56,Novo
Peugeot,208,2022,Preto,Itália,25035,45,Novo
Fiat,Punto,2021,Branco,França,21550,54,Novo
Audi,A3,2018,Preto,França,54423,64,Novo
Mercedes,Classe C,2022,Verde,Espanha,34751,109,Novo
Volkswagen,Passat,2019,Branco,Países Baixos,34134,102,Novo
Ford,Focus,2022,Vermelho,Portugal,36567,143,Novo
Renault,Megane,2018,Vermelho,Espanha,16365,68,Novo
Peugeot,208,2019,Cinza,Portugal,37969,29,Novo
Volkswagen,Passat,2021,Branco,Espanha,29845,65,Novo
Peugeot,3008,2021,Cinza,Polônia,28575,88,Novo
Mercedes,GLC,2019,Cinza,Polônia,70210,51,Novo
Ford,Focus,2021,Prata,Alemanha,23583,39,Novo
Ford,Focus,2021,Cinza,Países Baixos,37226,144,Novo
BMW,Serie 3,2021,Prata,França,75921,85,Novo
Audi,A3,2018,Cinza,Alemanha,72297,125,Novo
BMW,X1,2018,Vermelho,Alemanha,41650,95,Novo
Volkswagen,Tiguan,2020,Vermelho,Países Baixos,30193,109,Novo
Peugeot,3008,2020,Azul,França,37115,39,Novo
Volkswagen,Passat,2021,Cinza,Alemanha,29702,72,Novo
Volkswagen,Golf,2018,Preto,França,19993,79,Novo
BMW,X1,2021,Prata,Alemanha,53098,128,Novo
Ford,Kuga,2020,Verde,Espanha,26567,122,Novo
Audi,A3,2020,Branco,Polônia,55786,60,Novo
Ford,Focus,2022,Branco,Reino Unido,24441,66,Novo
Fiat,Tipo,2022,Cinza,Itália,25547,62,Novo
Ford,Mondeo,2020,Cinza,Itália,32107,40,Novo
BMW,X1,2021,Preto,Alemanha,32241,8,Novo
Audi,Q3,2019,Verde,França,30535,86,Novo
Fiat,Tipo,2020,Prata,Espanha,19475,15,Novo
Volkswagen,Golf,2021,Preto,Polônia,20560,93,Novo
BMW,X1,2021,Branco,Espanha,56320,108,Novo
Ford,Mondeo,2022,Preto,Espanha,17526,73,Novo
Mercedes,Classe C,2018,Preto,Espanha,37743,38,Novo
Mercedes,Classe C,2021,Branco,Portugal,44922,29,Novo
Ford,Focus,2021,Verde,Espanha,28982,54,Novo
BMW,X3,2022,Preto,Alemanha,70175,97,Novo
Audi,A4,2018,Preto,França,68875,90,Novo
Peugeot,308,2018,Branco,Polônia,35750,58,Novo
Mercedes,Classe C,2019,Vermelho,Espanha,80027,19,Novo
Audi,Q5,2020,Verde,França,42418,77,Novo
Ford,Mondeo,2019,Preto,Reino Unido,22343,114,Novo
Audi,Q5,2018,Cinza,Itália,38628,2,Novo
Peugeot,3008,2019,Cinza,Polônia,24986,57,Novo
Mercedes,Classe A,2021,Preto,Países Baixos,58142,116,Novo
Volkswagen,Tiguan,2018,Preto,Reino Unido,28751,47,Novo
BMW,X3,2022,Branco,Alemanha,67662,45,Novo
BMW,Serie 3,2019,Vermelho,Reino Unido,57718,17,Novo
Audi,A4,2022,Preto,Reino Unido,35700,90,Novo
Ford,Focus,2018,Azul,Portugal,33312,117,Novo
Audi,Q5,2022,Prata,Reino Unido,35486,79,Novo
Volkswagen,Tiguan,2021,Preto,Espanha,44765,85,Novo
Ford,Fiesta,2018,Preto,Países Baixos,30976,70,Novo
Ford,Fiesta,2018,Preto,Portugal,18728,120,Novo
Mercedes,Classe A,2020,Vermelho,Países Baixos,58388,134,Novo
Peugeot,3008,2022,Vermelho,Países Baixos,38077,32,Novo
Fiat,Punto,2022,Preto,Portugal,25848,48,Novo
Renault,Megane,2021,Azul,Polônia,15047,11,Novo
Audi,A3,2019,Prata,Reino Unido,44171,104,Novo
Audi,A4,2020,Branco,Espanha,76600,71,Novo
BMW,X1,2021,Prata,Polônia,54758,7,Novo
Audi,A3,2022,Vermelho,Polônia,48060,40,Novo
Fiat,Panda,2020,Branco,Itália,25624,97,Novo
Renault,Talisman,2019,Azul,Polônia,16210,104,Novo
Mercedes,Classe A,2020,Vermelho,Itália,40636,33,Novo
BMW,Serie 3,2018,Cinza,Alemanha,74899,14,Novo
Peugeot,5008,2019,Azul,Espanha,20459,126,Novo
BMW,X1,2018,Vermelho,Reino Unido,74430,18,Novo
Peugeot,5008,2021,Prata,Portugal,25462,27,Novo
Ford,Kuga,2020,Preto,Países Baixos,22962,19,Novo
Ford,Mondeo,2020,Branco,Espanha,33427,45,Novo
Audi,A4,2020,Prata,Polônia,40906,48,Novo
BMW,Serie 3,2021,Preto,Itália,61263,74,Novo
Fiat,Tipo,2019,Branco,Alemanha,16291,57,Novo
Volkswagen,Golf,2020,Branco,Alemanha,26743,146,Novo
Peugeot,208,2019,Preto,Países Baixos,31836,22,Novo
Peugeot,208,2018,Cinza,Itália,32400,79,Novo
Ford,Mondeo,2019,Prata,Espanha,26983,76,Novo
Fiat,500,2021,Cinza,Polônia,12519,72,Novo
Volkswagen,Tiguan,2021,Preto,Países Baixos,35747,55,Novo
Fiat,Punto,2020,Preto,Reino Unido,15383,9,Novo
Mercedes,Classe C,2020,Azul,França,85472,108,Novo
Fiat,Tipo,2021,Azul,Alemanha,19968,99,Novo
Audi,A4,2020,Preto,Portugal,58896,7,Novo
Peugeot,5008,2022,Azul,Itália,35670,141,Novo
Audi,Q5,2019,Cinza,Reino Unido,46866,115,Novo
Peugeot,308,2020,Branco,Reino Unido,32316,61,Novo
Audi,Q3,2022,Azul,Espanha,69278,54,Novo
Ford,Focus,2021,Vermelho,Espanha,18629,38,Novo
Peugeot,208,2021,Preto,Espanha,27781,38,Novo
Peugeot,3008,2020,Preto,Itália,38239,8,Novo
Ford,Mondeo,2020,Branco,Espanha,22374,124,Novo
Fiat,Tipo,2021,Preto,Espanha,15088,45,Novo
Ford,Kuga,2022,Vermelho,Portugal,35524,85,Novo
Peugeot,5008,2018,Azul,Alemanha,19278,47,Novo
Ford,Mondeo,2022,Cinza,Portugal,17718,63,Novo
Renault,Captur,2022,Preto,Polônia,23993,28,Novo
Ford,Mondeo,2019,Cinza,Espanha,27176,87,Novo
Renault,Captur,2018,Prata,Reino Unido,33878,149,Novo
Renault,Talisman,2022,Cinza,Alemanha,21158,125,Novo
Renault,Clio,2020,Azul,Itália,26806,68,Novo
Audi,A3,2018,Prata,Espanha,53643,121,Novo
Peugeot,208,2020,Preto,Espanha,29691,105,Novo
Volkswagen,Golf,2022,Cinza,Países Baixos,31775,55,Novo
Peugeot,308,2022,Branco,Itália,16231,119,Novo
Peugeot,3008,2022,Azul,Países Baixos,25490,147,Novo
Mercedes,Classe C,2018,Cinza,Reino Unido,81170,32,Novo
Mercedes,GLA,2020,Verde,Reino Unido,81783,34,Novo
Peugeot,3008,2022,Vermelho,Alemanha,36884,8,Novo
Audi,Q5,2021,Preto,Polônia,70776,147,Novo
Renault,Clio,2019,Prata,França,24282,113,Novo
Fiat,500,2020,Vermelho,Polônia,14337,44,Novo
BMW,X3,2019,Cinza,França,76360,11,Novo
Peugeot,208,2021,Preto,Portugal,19995,107,Novo
Volkswagen,Passat,2019,Branco,Polônia,34941,117,Novo
Mercedes,GLA,2020,Cinza,Reino Unido,52543,114,Novo
Ford,Fiesta,2019,Preto,Itália,32523,40,Novo
Audi,A3,2020,Preto,Países Baixos,45221,135,Novo
Renault,Megane,2022,Cinza,Itália,17734,107,Novo
Volkswagen,Golf,2018,Cinza,Itália,18125,44,Novo
Renault,Talisman,2018,Branco,Reino Unido,34643,118,Novo
Renault,Clio,2020,Preto,Países Baixos,29206,76,Novo
Renault,Megane,2019,Branco,Itália,18612,100,Novo
Peugeot,308,2022,Vermelho,Reino Unido,31989,60,Novo
Renault,Talisman,2020,Preto,França,18250,117,Novo
Audi,A3,2019,Preto,Espanha,70806,67,Novo
BMW,X3,2021,Cinza,Itália,52573,137,Novo
